,법정동코드,시도명,시군구명,읍면동명,동리명,생성일자,말소일자
66,1111016500,서울특별시,종로구,이화동,,19880423,
67,1111016600,서울특별시,종로구,연건동,,19880423,
68,1111016700,서울특별시,종로구,충신동,,19880423,
69,1111016800,서울특별시,종로구,동숭동,,19880423,
70,1111016900,서울특별시,종로구,혜화동,,19880423,
71,1111017000,서울특별시,종로구,명륜1가,,19880423,
72,1111017100,서울특별시,종로구,명륜2가,,19880423,
73,1111017200,서울특별시,종로구,명륜4가,,19880423,
74,1111017300,서울특별시,종로구,명륜3가,,19880423,
75,1111017400,서울특별시,종로구,창신동,,19880423,
76,1111017500,서울특별시,종로구,숭인동,,19880423,
77,1111017600,서울특별시,종로구,교남동,,19880423,
78,1111017700,서울특별시,종로구,평동,,19880423,
79,1111017800,서울특별시,종로구,송월동,,19880423,
80,1111017900,서울특별시,종로구,홍파동,,19880423,
81,1111018000,서울특별시,종로구,교북동,,19880423,
82,1111018100,서울특별시,종로구,행촌동,,19880423,
83,1111018200,서울특별시,종로구,구기동,,19880423,
84,1111018300,서울특별시,종로구,평창동,,19880423,
85,1111018400,서울특별시,종로구,부암동,,19880423,
86,1111018500,서울특별시,종로구,홍지동,,19880423,
87,1111018600,서울특별시,종로구,신영동,,19880423,
88,1111018700,서울특별시,종로구,무악동,,19880423,
89,1114000000,서울특별시,중구,,,19880423,
90,1114010100,서울특별시,중구,무교동,,19980914,
91,1114010200,서울특별시,중구,다동,,19980914,
92,1114010300,서울특별시,중구,태평로1가,,19980914,
93,1114010400,서울특별시,중구,을지로1가,,19980914,
94,1114010500,서울특별시,중구,을지로2가,,19980914,
95,1114010600,서울특별시,중구,남대문로1가,,19980914,
96,1114010700,서울특별시,중구,삼각동,,19980914,
97,1114010800,서울특별시,중구,수하동,,19980914,
98,1114010900,서울특별시,중구,장교동,,19980914,
99,1114011000,서울특별시,중구,수표동,,19980914,
100,1114011100,서울특별시,중구,소공동,,19880423,
101,1114011200,서울특별시,중구,남창동,,19880423,
102,1114011300,서울특별시,중구,북창동,,19880423,
103,1114011400,서울특별시,중구,태평로2가,,19880423,
104,1114011500,서울특별시,중구,남대문로2가,,19980914,
105,1114011600,서울특별시,중구,남대문로3가,,19880423,
106,1114011700,서울특별시,중구,남대문로4가,,19880423,
107,1114011800,서울특별시,중구,남대문로5가,,19980914,
108,1114011900,서울특별시,중구,봉래동1가,,19980914,
109,1114012000,서울특별시,중구,봉래동2가,,19980914,
110,1114012100,서울특별시,중구,회현동1가,,19880423,
111,1114012200,서울특별시,중구,회현동2가,,19880423,
112,1114012300,서울특별시,중구,회현동3가,,19880423,
113,1114012400,서울특별시,중구,충무로1가,,19880423,
114,1114012500,서울특별시,중구,충무로2가,,19880423,
115,1114012600,서울특별시,중구,명동1가,,19880423,
116,1114012700,서울특별시,중구,명동2가,,19880423,
117,1114012800,서울특별시,중구,남산동1가,,19880423,
118,1114012900,서울특별시,중구,남산동2가,,19880423,
119,1114013000,서울특별시,중구,남산동3가,,19880423,
120,1114013100,서울특별시,중구,저동1가,,19880423,
121,1114013200,서울특별시,중구,충무로4가,,19980914,
122,1114013300,서울특별시,중구,충무로5가,,19980914,
123,1114013400,서울특별시,중구,인현동2가,,19980914,
124,1114013500,서울특별시,중구,예관동,,19980914,
125,1114013600,서울특별시,중구,묵정동,,19880423,
126,1114013700,서울특별시,중구,필동1가,,19880423,
127,1114013800,서울특별시,중구,필동2가,,19880423,
128,1114013900,서울특별시,중구,필동3가,,19880423,
129,1114014000,서울특별시,중구,남학동,,19880423,
130,1114014100,서울특별시,중구,주자동,,19880423,
131,1114014200,서울특별시,중구,예장동,,19880423,
132,1114014300,서울특별시,중구,장충동1가,,19880423,
133,1114014400,서울특별시,중구,장충동2가,,19880423,
134,1114014500,서울특별시,중구,광희동1가,,19880423,
135,1114014600,서울특별시,중구,광희동2가,,19880423,
136,1114014700,서울특별시,중구,쌍림동,,19880423,
137,1114014800,서울특별시,중구,을지로6가,,19880423,
138,1114014900,서울특별시,중구,을지로7가,,19880423,
139,1114015000,서울특별시,중구,을지로4가,,19880423,
140,1114015100,서울특별시,중구,을지로5가,,19880423,
141,1114015200,서울특별시,중구,주교동,,19880423,
142,1114015300,서울특별시,중구,방산동,,19880423,
143,1114015400,서울특별시,중구,오장동,,19980914,
144,1114015500,서울특별시,중구,을지로3가,,19880423,
145,1114015600,서울특별시,중구,입정동,,19880423,
146,1114015700,서울특별시,중구,산림동,,19880423,
147,1114015800,서울특별시,중구,충무로3가,,19880423,
148,1114015900,서울특별시,중구,초동,,19880423,
149,1114016000,서울특별시,중구,인현동1가,,19880423,
150,1114016100,서울특별시,중구,저동2가,,19880423,
151,1114016200,서울특별시,중구,신당동,,19880423,
152,1114016300,서울특별시,중구,흥인동,,19880423,
153,1114016400,서울특별시,중구,무학동,,19880423,
154,1114016500,서울특별시,중구,황학동,,19880423,
155,1114016600,서울특별시,중구,서소문동,,19880423,
156,1114016700,서울특별시,중구,정동,,19880423,
157,1114016800,서울특별시,중구,순화동,,19980914,
158,1114016900,서울특별시,중구,의주로1가,,19880423,
159,1114017000,서울특별시,중구,충정로1가,,19880423,
160,1114017100,서울특별시,중구,중림동,,19880423,
161,1114017200,서울특별시,중구,의주로2가,,19880423,
162,1114017300,서울특별시,중구,만리동1가,,19880423,
163,1114017400,서울특별시,중구,만리동2가,,19880423,
164,1117000000,서울특별시,용산구,,,19880423,
165,1117010100,서울특별시,용산구,후암동,,19880423,
166,1117010200,서울특별시,용산구,용산동2가,,19880423,
167,1117010300,서울특별시,용산구,용산동4가,,19880423,
168,1117010400,서울특별시,용산구,갈월동,,19880423,
169,1117010500,서울특별시,용산구,남영동,,19880423,
170,1117010600,서울특별시,용산구,용산동1가,,19880423,
171,1117010700,서울특별시,용산구,동자동,,19880423,
172,1117010800,서울특별시,용산구,서계동,,19880423,
173,1117010900,서울특별시,용산구,청파동1가,,19880423,
174,1117011000,서울특별시,용산구,청파동2가,,19880423,
175,1117011100,서울특별시,용산구,청파동3가,,19880423,
176,1117011200,서울특별시,용산구,원효로1가,,19880423,
177,1117011300,서울특별시,용산구,원효로2가,,19880423,
178,1117011400,서울특별시,용산구,신창동,,19880423,
179,1117011500,서울특별시,용산구,산천동,,19880423,
180,1117011600,서울특별시,용산구,청암동,,19880423,
181,1117011700,서울특별시,용산구,원효로3가,,19880423,
182,1117011800,서울특별시,용산구,원효로4가,,19880423,
183,1117011900,서울특별시,용산구,효창동,,19880423,
184,1117012000,서울특별시,용산구,도원동,,19880423,
185,1117012100,서울특별시,용산구,용문동,,19880423,
186,1117012200,서울특별시,용산구,문배동,,19880423,
187,1117012300,서울특별시,용산구,신계동,,19880423,
188,1117012400,서울특별시,용산구,한강로1가,,19880423,
189,1117012500,서울특별시,용산구,한강로2가,,19880423,
190,1117012600,서울특별시,용산구,용산동3가,,19880423,
191,1117012700,서울특별시,용산구,용산동5가,,19880423,
192,1117012800,서울특별시,용산구,한강로3가,,19880423,
193,1117012900,서울특별시,용산구,이촌동,,19880423,
194,1117013000,서울특별시,용산구,이태원동,,19880423,
195,1117013100,서울특별시,용산구,한남동,,19880423,
196,1117013200,서울특별시,용산구,동빙고동,,19880423,
197,1117013300,서울특별시,용산구,서빙고동,,19880423,
198,1117013400,서울특별시,용산구,주성동,,19880423,
199,1117013500,서울특별시,용산구,용산동6가,,19880423,
200,1117013600,서울특별시,용산구,보광동,,19880423,
201,1120000000,서울특별시,성동구,,,19880423,
202,1120010100,서울특별시,성동구,상왕십리동,,19880423,
203,1120010200,서울특별시,성동구,하왕십리동,,19880423,
204,1120010300,서울특별시,성동구,홍익동,,19880423,
205,1120010400,서울특별시,성동구,도선동,,19880423,
206,1120010500,서울특별시,성동구,마장동,,19880423,
207,1120010600,서울특별시,성동구,사근동,,19880423,
208,1120010700,서울특별시,성동구,행당동,,19880423,
209,1120010800,서울특별시,성동구,응봉동,,19880423,
210,1120010900,서울특별시,성동구,금호동1가,,19880423,
211,1120011000,서울특별시,성동구,금호동2가,,19880423,
212,1120011100,서울특별시,성동구,금호동3가,,19880423,
213,1120011200,서울특별시,성동구,금호동4가,,19880423,
214,1120011300,서울특별시,성동구,옥수동,,19880423,
215,1120011400,서울특별시,성동구,성수동1가,,19880423,
216,1120011500,서울특별시,성동구,성수동2가,,19880423,
217,1120011800,서울특별시,성동구,송정동,,19880423,
218,1120012200,서울특별시,성동구,용답동,,19880423,
219,1121500000,서울특별시,광진구,,,19950301,
220,1121510100,서울특별시,광진구,중곡동,,19950301,
221,1121510200,서울특별시,광진구,능동,,19950301,
222,1121510300,서울특별시,광진구,구의동,,19950301,
223,1121510400,서울특별시,광진구,광장동,,19950301,
224,1121510500,서울특별시,광진구,자양동,,19950301,
225,1121510700,서울특별시,광진구,화양동,,19950301,
226,1121510900,서울특별시,광진구,군자동,,19950301,
227,1123000000,서울특별시,동대문구,,,19880423,
228,1123010100,서울특별시,동대문구,신설동,,19880423,
229,1123010200,서울특별시,동대문구,용두동,,19880423,
230,1123010300,서울특별시,동대문구,제기동,,19880423,
231,1123010400,서울특별시,동대문구,전농동,,19880423,
232,1123010500,서울특별시,동대문구,답십리동,,19880423,
233,1123010600,서울특별시,동대문구,장안동,,19880423,
234,1123010700,서울특별시,동대문구,청량리동,,19880423,
235,1123010800,서울특별시,동대문구,회기동,,19880423,
236,1123010900,서울특별시,동대문구,휘경동,,19880423,
237,1123011000,서울특별시,동대문구,이문동,,19880423,
238,1126000000,서울특별시,중랑구,,,19880423,
239,1126010100,서울특별시,중랑구,면목동,,19880423,
240,1126010200,서울특별시,중랑구,상봉동,,19880423,
241,1126010300,서울특별시,중랑구,중화동,,19880423,
242,1126010400,서울특별시,중랑구,묵동,,19880423,
243,1126010500,서울특별시,중랑구,망우동,,19880423,
244,1126010600,서울특별시,중랑구,신내동,,19960301,
245,1129000000,서울특별시,성북구,,,19880423,
246,1129010100,서울특별시,성북구,성북동,,19880423,
247,1129010200,서울특별시,성북구,성북동1가,,19880423,
248,1129010300,서울특별시,성북구,돈암동,,19880423,
249,1129010400,서울특별시,성북구,동소문동1가,,19880423,
250,1129010500,서울특별시,성북구,동소문동2가,,19880423,
251,1129010600,서울특별시,성북구,동소문동3가,,19880423,
252,1129010700,서울특별시,성북구,동소문동4가,,19880423,
253,1129010800,서울특별시,성북구,동소문동5가,,19880423,
254,1129010900,서울특별시,성북구,동소문동6가,,19880423,
255,1129011000,서울특별시,성북구,동소문동7가,,19880423,
256,1129011100,서울특별시,성북구,삼선동1가,,19880423,
257,1129011200,서울특별시,성북구,삼선동2가,,19880423,
258,1129011300,서울특별시,성북구,삼선동3가,,19880423,
259,1129011400,서울특별시,성북구,삼선동4가,,19880423,
260,1129011500,서울특별시,성북구,삼선동5가,,19880423,
261,1129011600,서울특별시,성북구,동선동1가,,19880423,
262,1129011700,서울특별시,성북구,동선동2가,,19880423,
263,1129011800,서울특별시,성북구,동선동3가,,19880423,
264,1129011900,서울특별시,성북구,동선동4가,,19880423,
265,1129012000,서울특별시,성북구,동선동5가,,19880423,
266,1129012100,서울특별시,성북구,안암동1가,,19880423,
267,1129012200,서울특별시,성북구,안암동2가,,19880423,
268,1129012300,서울특별시,성북구,안암동3가,,19880423,
269,1129012400,서울특별시,성북구,안암동4가,,19880423,
270,1129012500,서울특별시,성북구,안암동5가,,19880423,
271,1129012600,서울특별시,성북구,보문동4가,,19880423,
272,1129012700,서울특별시,성북구,보문동5가,,19880423,
273,1129012800,서울특별시,성북구,보문동6가,,19880423,
274,1129012900,서울특별시,성북구,보문동7가,,19880423,
275,1129013000,서울특별시,성북구,보문동1가,,19880423,
276,1129013100,서울특별시,성북구,보문동2가,,19880423,
277,1129013200,서울특별시,성북구,보문동3가,,19880423,
278,1129013300,서울특별시,성북구,정릉동,,19880423,
279,1129013400,서울특별시,성북구,길음동,,19880423,
280,1129013500,서울특별시,성북구,종암동,,19880423,
281,1129013600,서울특별시,성북구,하월곡동,,19890427,
282,1129013700,서울특별시,성북구,상월곡동,,19880423,
283,1129013800,서울특별시,성북구,장위동,,19880423,
284,1129013900,서울특별시,성북구,석관동,,19880423,
285,1130500000,서울특별시,강북구,,,19950301,
286,1130510100,서울특별시,강북구,미아동,,19980928,
287,1130510200,서울특별시,강북구,번동,,19950301,
288,1130510300,서울특별시,강북구,수유동,,19950301,
289,1130510400,서울특별시,강북구,우이동,,19950301,
290,1132000000,서울특별시,도봉구,,,19880423,
291,1132010500,서울특별시,도봉구,쌍문동,,19880423,
292,1132010600,서울특별시,도봉구,방학동,,19880423,
293,1132010700,서울특별시,도봉구,창동,,19890101,
294,1132010800,서울특별시,도봉구,도봉동,,19890101,
295,1135000000,서울특별시,노원구,,,19880423,
296,1135010200,서울특별시,노원구,월계동,,19880423,
297,1135010300,서울특별시,노원구,공릉동,,19880423,
298,1135010400,서울특별시,노원구,하계동,,19890901,
299,1135010500,서울특별시,노원구,상계동,,19920701,
300,1135010600,서울특별시,노원구,중계동,,19920701,
301,1138000000,서울특별시,은평구,,,19880423,
302,1138010100,서울특별시,은평구,수색동,,19880423,
303,1138010200,서울특별시,은평구,녹번동,,19880423,
304,1138010300,서울특별시,은평구,불광동,,19880423,
305,1138010400,서울특별시,은평구,갈현동,,19890601,
306,1138010500,서울특별시,은평구,구산동,,19880423,
307,1138010600,서울특별시,은평구,대조동,,19880423,
308,1138010700,서울특별시,은평구,응암동,,19880423,
309,1138010800,서울특별시,은평구,역촌동,,19880423,
310,1138010900,서울특별시,은평구,신사동,,19890901,
311,1138011000,서울특별시,은평구,증산동,,19880423,
312,1138011400,서울특별시,은평구,진관동,,20070813,
313,1141000000,서울특별시,서대문구,,,19880423,
314,1141010100,서울특별시,서대문구,충정로2가,,19880423,
315,1141010200,서울특별시,서대문구,충정로3가,,19880423,
316,1141010300,서울특별시,서대문구,합동,,19880423,
317,1141010400,서울특별시,서대문구,미근동,,19880423,
318,1141010500,서울특별시,서대문구,냉천동,,19880423,
319,1141010600,서울특별시,서대문구,천연동,,19880423,
320,1141010700,서울특별시,서대문구,옥천동,,19880423,
321,1141010800,서울특별시,서대문구,영천동,,19880423,
322,1141010900,서울특별시,서대문구,현저동,,19981001,
323,1141011000,서울특별시,서대문구,북아현동,,19880423,
324,1141011100,서울특별시,서대문구,홍제동,,19880423,
325,1141011200,서울특별시,서대문구,대현동,,19880423,
326,1141011300,서울특별시,서대문구,대신동,,19880423,
327,1141011400,서울특별시,서대문구,신촌동,,19880423,
328,1141011500,서울특별시,서대문구,봉원동,,19880423,
329,1141011600,서울특별시,서대문구,창천동,,19880423,
330,1141011700,서울특별시,서대문구,연희동,,19880423,
331,1141011800,서울특별시,서대문구,홍은동,,19880423,
332,1141011900,서울특별시,서대문구,북가좌동,,19880423,
333,1141012000,서울특별시,서대문구,남가좌동,,19880423,
334,1144000000,서울특별시,마포구,,,19880423,
335,1144010100,서울특별시,마포구,아현동,,19880423,
336,1144010200,서울특별시,마포구,공덕동,,19880423,
337,1144010300,서울특별시,마포구,신공덕동,,19880423,
338,1144010400,서울특별시,마포구,도화동,,19880423,
339,1144010500,서울특별시,마포구,용강동,,19880423,
340,1144010600,서울특별시,마포구,토정동,,19880423,
341,1144010700,서울특별시,마포구,마포동,,19880423,
342,1144010800,서울특별시,마포구,대흥동,,19880423,
343,1144010900,서울특별시,마포구,염리동,,19880423,
344,1144011000,서울특별시,마포구,노고산동,,19880423,
345,1144011100,서울특별시,마포구,신수동,,19880423,
346,1144011200,서울특별시,마포구,현석동,,19880423,
347,1144011300,서울특별시,마포구,구수동,,19880423,
348,1144011400,서울특별시,마포구,창전동,,19880423,
349,1144011500,서울특별시,마포구,상수동,,19880423,
350,1144011600,서울특별시,마포구,하중동,,19880423,
351,1144011700,서울특별시,마포구,신정동,,19880423,
352,1144011800,서울특별시,마포구,당인동,,19880423,
353,1144012000,서울특별시,마포구,서교동,,19880423,
354,1144012100,서울특별시,마포구,동교동,,19880423,
355,1144012200,서울특별시,마포구,합정동,,19880423,
356,1144012300,서울특별시,마포구,망원동,,19880423,
357,1144012400,서울특별시,마포구,연남동,,19880423,
358,1144012500,서울특별시,마포구,성산동,,19880423,
359,1144012600,서울특별시,마포구,중동,,19880423,
360,1144012700,서울특별시,마포구,상암동,,19880423,
361,1147000000,서울특별시,양천구,,,19880423,
362,1147010100,서울특별시,양천구,신정동,,19880423,
363,1147010200,서울특별시,양천구,목동,,19880423,
364,1147010300,서울특별시,양천구,신월동,,19880423,
365,1150000000,서울특별시,강서구,,,19880423,
366,1150010100,서울특별시,강서구,염창동,,19880423,
367,1150010200,서울특별시,강서구,등촌동,,19880423,
368,1150010300,서울특별시,강서구,화곡동,,19880423,
369,1150010400,서울특별시,강서구,가양동,,19930401,
370,1150010500,서울특별시,강서구,마곡동,,19930401,
371,1150010600,서울특별시,강서구,내발산동,,19890901,
372,1150010700,서울특별시,강서구,외발산동,,19890901,
373,1150010800,서울특별시,강서구,공항동,,19880423,
374,1150010900,서울특별시,강서구,방화동,,19880423,
375,1150011000,서울특별시,강서구,개화동,,19880423,
376,1150011100,서울특별시,강서구,과해동,,19981201,
377,1150011200,서울특별시,강서구,오곡동,,19981201,
378,1150011300,서울특별시,강서구,오쇠동,,19981201,
379,1153000000,서울특별시,구로구,,,19880423,
380,1153010100,서울특별시,구로구,신도림동,,19880423,
381,1153010200,서울특별시,구로구,구로동,,19880423,
382,1153010300,서울특별시,구로구,가리봉동,,19880423,
383,1153010600,서울특별시,구로구,고척동,,19880423,
384,1153010700,서울특별시,구로구,개봉동,,19880423,
385,1153010800,서울특별시,구로구,오류동,,19880423,
386,1153010900,서울특별시,구로구,궁동,,19880701,
387,1153011000,서울특별시,구로구,온수동,,19880701,
388,1153011100,서울특별시,구로구,천왕동,,19880423,
389,1153011200,서울특별시,구로구,항동,,19880423,
390,1154500000,서울특별시,금천구,,,19950301,
391,1154510100,서울특별시,금천구,가산동,,19950301,
392,1154510200,서울특별시,금천구,독산동,,19950301,
393,1154510300,서울특별시,금천구,시흥동,,19950301,
394,1156000000,서울특별시,영등포구,,,19880423,
395,1156010100,서울특별시,영등포구,영등포동,,19880423,
396,1156010200,서울특별시,영등포구,영등포동1가,,19880423,
397,1156010300,서울특별시,영등포구,영등포동2가,,19880423,
398,1156010400,서울특별시,영등포구,영등포동3가,,19880423,
399,1156010500,서울특별시,영등포구,영등포동4가,,19880423,
400,1156010600,서울특별시,영등포구,영등포동5가,,19880423,
401,1156010700,서울특별시,영등포구,영등포동6가,,19880423,
402,1156010800,서울특별시,영등포구,영등포동7가,,19880423,
403,1156010900,서울특별시,영등포구,영등포동8가,,19880423,
404,1156011000,서울특별시,영등포구,여의도동,,19880423,
405,1156011100,서울특별시,영등포구,당산동1가,,19880423,
406,1156011200,서울특별시,영등포구,당산동2가,,19880423,
407,1156011300,서울특별시,영등포구,당산동3가,,19880423,
408,1156011400,서울특별시,영등포구,당산동4가,,19880423,
409,1156011500,서울특별시,영등포구,당산동5가,,19880423,
410,1156011600,서울특별시,영등포구,당산동6가,,19880423,
411,1156011700,서울특별시,영등포구,당산동,,19880423,
412,1156011800,서울특별시,영등포구,도림동,,19880423,
413,1156011900,서울특별시,영등포구,문래동1가,,19880423,
414,1156012000,서울특별시,영등포구,문래동2가,,19880423,
415,1156012100,서울특별시,영등포구,문래동3가,,19880423,
416,1156012200,서울특별시,영등포구,문래동4가,,19880423,
417,1156012300,서울특별시,영등포구,문래동5가,,19880423,
418,1156012400,서울특별시,영등포구,문래동6가,,19880423,
419,1156012500,서울특별시,영등포구,양평동1가,,19880423,
420,1156012600,서울특별시,영등포구,양평동2가,,19880423,
421,1156012700,서울특별시,영등포구,양평동3가,,19910907,
422,1156012800,서울특별시,영등포구,양평동4가,,19880423,
423,1156012900,서울특별시,영등포구,양평동5가,,19880423,
424,1156013000,서울특별시,영등포구,양평동6가,,19880423,
425,1156013100,서울특별시,영등포구,양화동,,19880423,
426,1156013200,서울특별시,영등포구,신길동,,19880423,
427,1156013300,서울특별시,영등포구,대림동,,19880423,
428,1156013400,서울특별시,영등포구,양평동,,19980420,
429,1159000000,서울특별시,동작구,,,19880423,
430,1159010100,서울특별시,동작구,노량진동,,19880423,
431,1159010200,서울특별시,동작구,상도동,,19880423,
432,1159010300,서울특별시,동작구,상도1동,,19880423,
433,1159010400,서울특별시,동작구,본동,,19880423,
434,1159010500,서울특별시,동작구,흑석동,,19880423,
435,1159010600,서울특별시,동작구,동작동,,19880423,
436,1159010700,서울특별시,동작구,사당동,,19880423,
437,1159010800,서울특별시,동작구,대방동,,19880423,
438,1159010900,서울특별시,동작구,신대방동,,19880423,
439,1162000000,서울특별시,관악구,,,19880423,
440,1162010100,서울특별시,관악구,봉천동,,19880423,
441,1162010200,서울특별시,관악구,신림동,,19880423,
442,1162010300,서울특별시,관악구,남현동,,19880423,
443,1165000000,서울특별시,서초구,,,19880423,
444,1165010100,서울특별시,서초구,방배동,,19890427,
445,1165010200,서울특별시,서초구,양재동,,19920701,
446,1165010300,서울특별시,서초구,우면동,,19920701,
447,1165010400,서울특별시,서초구,원지동,,19920701,
448,1165010600,서울특별시,서초구,잠원동,,19880423,
449,1165010700,서울특별시,서초구,반포동,,19880423,
450,1165010800,서울특별시,서초구,서초동,,19880423,
451,1165010900,서울특별시,서초구,내곡동,,19880423,
452,1165011000,서울특별시,서초구,염곡동,,19880423,
453,1165011100,서울특별시,서초구,신원동,,19880423,
454,1168000000,서울특별시,강남구,,,19880423,
455,1168010100,서울특별시,강남구,역삼동,,19880423,
456,1168010300,서울특별시,강남구,개포동,,19880423,
457,1168010400,서울특별시,강남구,청담동,,19880701,
458,1168010500,서울특별시,강남구,삼성동,,19880423,
459,1168010600,서울특별시,강남구,대치동,,19880423,
460,1168010700,서울특별시,강남구,신사동,,19880423,
461,1168010800,서울특별시,강남구,논현동,,19921001,
462,1168011000,서울특별시,강남구,압구정동,,19880423,
463,1168011100,서울특별시,강남구,세곡동,,19880423,
464,1168011200,서울특별시,강남구,자곡동,,19880423,
465,1168011300,서울특별시,강남구,율현동,,19880423,
466,1168011400,서울특별시,강남구,일원동,,19880423,
467,1168011500,서울특별시,강남구,수서동,,19921001,
468,1168011800,서울특별시,강남구,도곡동,,19890101,
469,1171000000,서울특별시,송파구,,,19880423,
470,1171010100,서울특별시,송파구,잠실동,,19880423,
471,1171010200,서울특별시,송파구,신천동,,19880423,
472,1171010300,서울특별시,송파구,풍납동,,19880423,
473,1171010400,서울특별시,송파구,송파동,,19880423,
474,1171010500,서울특별시,송파구,석촌동,,19880423,
475,1171010600,서울특별시,송파구,삼전동,,19880701,
476,1171010700,서울특별시,송파구,가락동,,19880701,
477,1171010800,서울특별시,송파구,문정동,,19890901,
478,1171010900,서울특별시,송파구,장지동,,19890901,
479,1171011100,서울특별시,송파구,방이동,,19920701,
480,1171011200,서울특별시,송파구,오금동,,19880423,
481,1171011300,서울특별시,송파구,거여동,,19920701,
482,1171011400,서울특별시,송파구,마천동,,19880423,
483,1174000000,서울특별시,강동구,,,19880423,
484,1174010100,서울특별시,강동구,명일동,,19880501,
485,1174010200,서울특별시,강동구,고덕동,,19880423,
486,1174010300,서울특별시,강동구,상일동,,19880423,
487,1174010500,서울특별시,강동구,길동,,19880423,
488,1174010600,서울특별시,강동구,둔촌동,,19880423,
489,1174010700,서울특별시,강동구,암사동,,19880423,
490,1174010800,서울특별시,강동구,성내동,,19880423,
491,1174010900,서울특별시,강동구,천호동,,19880423,
492,1174011000,서울특별시,강동구,강일동,,20070101,
